Title,Summary,Date,Source URL,Article URL,Document_Type,Product_Type,Countries,Regions,Drug_names,Language,Source_File,title_english,summary_english,Detail_URL,Source_URL,Article_URL
EU approves drugs for early Alzheimer's disease,The approval applies to people with minor symptoms and who have some biological markers - including the occurrence of amyloid plaque in the brain and at most a copy of the gene variant APOE4.,16/04/2025,https://www.lakemedelsverket.se/sv/nyheter?p=1,https://www.lakemedelsverket.se/sv/nyheter/eu-godkanner-lakemedel-for-tidig-alzheimers-sjukdom2,Other Type,Other,"European Union, Global","European Union, Global",[],Swedish,SEnnews.xlsx,None,None,None,None,None
More knowledge should save lives in opioid poisoning,"Knowledge about the use of opioid antagonists, drugs that can cancel an overdose, needs to be developed and disseminated to raise awareness among the actors concerned, people who risk overdose opioids and their relatives.",15/04/2025,https://www.lakemedelsverket.se/sv/nyheter?p=1,https://www.lakemedelsverket.se/sv/nyheter/mer-kunskap-ska-radda-liv-vid-opioidforgiftning,Other Type,Other,Global,Global,[],Swedish,SEnnews.xlsx,None,None,None,None,None
Common Nordic packaging in English,There has long been a lack of some important drugs in the Nordic markets.,27/03/2025,https://www.lakemedelsverket.se/sv/nyheter?p=1,https://www.lakemedelsverket.se/sv/nyheter/gemensamma-nordiska-forpackningar-pa-engelska,Other Type,Other,Global,Global,"['mozobil', 'clonazepam']",Swedish,SEnnews.xlsx,None,None,None,None,None
New action plan for better drug use,"At the beginning of 2024, the government decided on an updated national drug strategy (NLS) for the years 2024 system.",26/03/2025,https://www.lakemedelsverket.se/sv/nyheter?p=1,https://www.lakemedelsverket.se/sv/nyheter/ny-handlingsplan-for-battre-lakemedelsanvandning,Other Type,Other,Global,Global,[],Swedish,SEnnews.xlsx,None,None,None,None,None
The Swedish Medicines Agency shall strengthen the supervision of medical technology,- Medical technology products are of crucial importance in all health care and must be both safe and appropriate.,26/03/2025,https://www.lakemedelsverket.se/sv/nyheter?p=1,https://www.lakemedelsverket.se/sv/nyheter/lakemedelsverket-ska-starka-tillsynen-av-medicinteknik,Other Type,Other,Global,Global,[],Swedish,SEnnews.xlsx,None,None,None,None,None
"Cosmic 3.12, 4.0 including 4.1.1 - Cambio Healthcare Systems","Product: Cosmic 3.12, 4.0 and 4.1.1 Manufacturer: Cambio Healthcare Systems AB Manufacturer's reference number: VIG-557 The Swedish Medicines Agency's reference number: 6.6.2-2025-061115 Summary: Information on use risk. Modification of software. Manufacturer's documentation 2025-061115 - Cambio Healthcare Systems AB - FSN",16/07/2025,https://www.lakemedelsverket.se/sv/nyheter?p=2,https://www.lakemedelsverket.se/sv/nyheter/cosmic-3.12-4.0-samt-4.1.1--cambio-healthcare-systems-ab,Other Type,Other,Global,Global,[],Swedish,SEnsanews.xlsx,None,None,None,None,None
Cosmic 3.12 – Cambio Healthcare Systems AB,Product: Cosmic 3.12 Manufacturer: Cambio Healthcare Systems AB Manufacturer's reference number: VIG-578 The Swedish Medicines Agency's reference number: 6.6.2-2025-061161 Summary: Information on use risk. Modification of software. Manufacturer's documentation 2025-061161 - Cambio Healthcare Systems AB - FSN,16/07/2025,https://www.lakemedelsverket.se/sv/nyheter?p=2,https://www.lakemedelsverket.se/sv/nyheter/cosmic-3.12--cambio-healthcare-systems-ab,Other Type,Other,Global,Global,[],Swedish,SEnsanews.xlsx,None,None,None,None,None
"BIOFIRE FILMARRAY TORCH-system - BioFire Diagnosticss, LLC","Product: Biofire Filmarray Torch system Manufacturer: Biofire Diagnostics, LLC Manufacturer's reference number: FSCA 5761-3 The Swedish Medicines Agency's reference number: 6.6.2-2025-060455 Summary: Information on use risk. Modification of products. Temporary action. Manufacturer's Documentation 2025-060455 - Biofire Diagnostics LLC - FSN",16/07/2025,https://www.lakemedelsverket.se/sv/nyheter?p=2,https://www.lakemedelsverket.se/sv/nyheter/biofire-filmarray-torch-system---biofire-diagnosticss-llc2,Other Type,Other,Global,Global,[],Swedish,SEnsanews.xlsx,None,None,None,None,None
Gripo - Hepro AS,Product: Gripo Manufacturer: HEPRO AS Manufacturer's reference number: 20250513 The Swedish Medicines Agency's reference number: 6.6.2-2025-040594 Summary: Information on use risk. Modification of operating instructions. Manufacturer's documentation 2025-040594 - Hepro AS - FSN,16/07/2025,https://www.lakemedelsverket.se/sv/nyheter?p=2,https://www.lakemedelsverket.se/sv/nyheter/gripo---hepro-as,Other Type,Other,Global,Global,[],Swedish,SEnsanews.xlsx,None,None,None,None,None
"Instrument carriers at DA Vinci X and XI systems- intuitive surgical, Inc.","Product: Instrument carriers on Da Vinci X and XI systems
Manufacturer: Intuitive Surgical, Inc.",15/07/2025,https://www.lakemedelsverket.se/sv/nyheter?p=2,https://www.lakemedelsverket.se/sv/nyheter/instrumentbarare-pa-da-vinci-x--och-xi-system---intuitive-surgical-inc,Other Type,Other,Global,Global,[],Swedish,SEnsanews.xlsx,None,None,None,None,None
SOLUSCOPE SERIE 4 - Soluscope SAS,Product: Soluscope Series 4 Manufacturers: Soluscope SAS Manufacturer's reference number: SLC-FSCA-003 The Swedish Medicines Agency's reference number: 6.6.2-2025-060263 Summary: Information on use risk. Modification of operating instructions. Manufacturer's documentation 2025-060263 - Soluscope SAS - FSN,15/07/2025,https://www.lakemedelsverket.se/sv/nyheter?p=2,https://www.lakemedelsverket.se/sv/nyheter/soluscope-serie-4---soluscope-sas3,Other Type,Other,Global,Global,[],Swedish,SEnsanews.xlsx,None,None,None,None,None
Cardiosave Hybrid och Cardiosave Rescue aortaballongpump (IABP) - Datascope Corp,"Product: Cardiosave Hybrid and Cardiosave Rescue aortic balloon pump (IABP) Manufacturer: DataScope Corp. Manufacturer's reference number: 2249723-06/02/2023-013-C Medicines Agency's reference number: 6.6.2-2023-66444 Summary: Information on use risk. Modification of products. Temporary action. Follow -up security notice. Manufacturer's documentation 2023-66444 - Datascope Corp - May 2025 FSN Related Information This Security Message Has New/Updated Information and is a complement to the message published September 15, 2023. Previous Security Message - Cardiosave Hybrid and Cardiosave Rescue Aortic Pump (IABP) -",15/07/2025,https://www.lakemedelsverket.se/sv/nyheter?p=2,https://www.lakemedelsverket.se/sv/nyheter/cardiosave-hybrid-och-cardiosave-rescue-aortaballongpump-iabp---datascope-corp,Other Type,Other,Global,Global,[],Swedish,SEnsanews.xlsx,None,None,None,None,None
CROSS Hemi Shoulder - Camp Scandianvia AB,Product: Cross Hemi Shoulder Manufacturer: Camp Scandianvia AB Manufacturer's reference number: QS#1124FSCA Medicines Agency's reference number: 6.6.2-2025-057963 Summary: Information on use risk. Modification of operating instructions. Follow -up security notice. Manufacturer's documentation 2025-057963 - Camp Scandianvia AB - July 2025 Replacement FSN Related Information This security message replaces a previous security message on this product. Previous Security Message - Cross Hemi Shoulder - Camp Scandianvia AB,15/07/2025,https://www.lakemedelsverket.se/sv/nyheter?p=2,https://www.lakemedelsverket.se/sv/nyheter/cross-hemi-shoulder---camp-scandianvia-ab,Other Type,Other,Global,Global,[],Swedish,SEnsanews.xlsx,None,None,None,None,None
Sectra RIS – Sectra AB,Product: Sectra Ris Manufacturer: Sectra AB Manufacturer's reference number: DOC-Lhen-DJ5JK3 Medicines Agency's reference number: 6.6.2-2025-058262 Summary: Information on use risk. Modification of software. Manufacturer's documentation 2025-058262 - Sectra AB - FSN,15/07/2025,https://www.lakemedelsverket.se/sv/nyheter?p=2,https://www.lakemedelsverket.se/sv/nyheter/sectra-ris--sectra-ab,Other Type,Other,Global,Global,[],Swedish,SEnsanews.xlsx,None,None,None,None,None
Ambu Spur II - Ambu A / s,Product: Ambu Spur II Manufacturer: Ambu A/S Manufacturer's reference number: Ambu2025FA00002 Medicines Agency's reference number: 6.6.2-2025-056506 Summary: Products shall be taken out of use Manufacturer's documentation 2025-056506-Ambu AS-FSN,15/07/2025,https://www.lakemedelsverket.se/sv/nyheter?p=2,https://www.lakemedelsverket.se/sv/nyheter/ambu-spur-ii---ambu-as,Other Type,Other,Global,Global,[],Swedish,SEnsanews.xlsx,None,None,None,None,None
Automated Impella control unit - Abiomed Inc.,Product: Automated Impella controller (AIC) Manufacturer: Abiomed Inc. Manufacturer's reference number: 2025-FA-0000103 The Swedish Medicines Agency's reference number: 6.6.2-2025-053781 Summary: Information on use risk. Manufacturer's documentation 2025-053781 - Abiomed Inc - FSN,15/07/2025,https://www.lakemedelsverket.se/sv/nyheter?p=2,https://www.lakemedelsverket.se/sv/nyheter/automatiserad-impella-styrenhet---abiomed-inc,Other Type,Other,Global,Global,[],Swedish,SEnsanews.xlsx,None,None,None,None,None
CATCHVIEW - BALT EXTRUSION SAS,"Product: CatchView (Catchvmini20, Tromboembolectomy Product) Manufacturer: Balt Extrusion SAS Manufacturer's reference number: HHHHE2025006 The Swedish Medicines Agency's reference number: 6.6.2-2025-055715 Summary: Products to be recalled. Manufacturer's documentation 2025-055715 - Balt Extrusion SAS - FSN",15/07/2025,https://www.lakemedelsverket.se/sv/nyheter?p=2,https://www.lakemedelsverket.se/sv/nyheter/catchview---balt-extrusion-sas,Other Type,Other,Global,Global,[],Swedish,SEnsanews.xlsx,None,None,None,None,None
"MS -DC35, 3.5 mm x 5 ""Drill with quick coupling - Acumed LLC","Product: MS-DC35, 3.5 mm x 5 ""Drill with quick coupling Manufacturer: Acumed LLC Manufacturer's reference number: R25-003 The Swedish Medicines Agency's reference number: 6.6.2-2025-055284 Summary: Products shall be withdrawn. The manufacturer's documentation 2025-055284-Acumed LLC-",15/07/2025,https://www.lakemedelsverket.se/sv/nyheter?p=2,https://www.lakemedelsverket.se/sv/nyheter/ms-dc35-35-mm-x-5-borr-med-snabbkoppling---acumed-llc,Other Type,Other,Global,Global,[],Swedish,SEnsanews.xlsx,None,None,None,None,None
Covidie Nellcor Bedside Monitor for Monitoring Patients Spo2 - Covidie LLC,Product: Covidien Nellcor Bedside Monitor for monitoring Patient's Spo2 Manufacturer: Covidien LLC Manufacturer's reference number: FA1489 The Swedish Medicines Agency's reference number: 6.6.2-2025-054712 Summary: Information on use risk. Modification of operating instructions. Temporary action. Manufacturer's documentation 2025-054712 - Covidia LLC - FSN,15/07/2025,https://www.lakemedelsverket.se/sv/nyheter?p=2,https://www.lakemedelsverket.se/sv/nyheter/covidien-nellcor-bedside-monitor-for-overvakning-av-patients-spo2---covidien-llc,Other Type,Other,Global,Global,[],Swedish,SEnsanews.xlsx,None,None,None,None,None
SureTek Burr Hole Cover Kit - Boston Scientific Neuromodulation Corporation,Product: Suretek Burr Hole Cover Kit Manufacturer: Boston Scientific Neuromodulation Corporation Manufacturer's reference number: 97049464 The Swedish Medicines Agency's reference number: 6.6.2-2025-059631 Summary: Information on use risk. Modification of operating instructions. Manufacturer's documentation 2025-059631 - Boston Scientific Neuromodulation Corporation - FSN,15/07/2025,https://www.lakemedelsverket.se/sv/nyheter?p=2,https://www.lakemedelsverket.se/sv/nyheter/suretek-burr-hole-cover-kit---boston-scientific-neuromodulation-corporation,Other Type,Other,Global,Global,[],Swedish,SEnsanews.xlsx,None,None,None,None,None
Vercise Genus implanterbar pulsgenerator (IPG) - Boston Scientific Neuromodulation Corporation,"Manufacturer: Boston Scientific Neuromodulation Corporation Manufacturer's reference number: 97222956-FA Medicines Agency's reference number: 6.6.2-2024-068678 Summary: Information on use risk. Modification of operating instructions. Follow -up security notice. Manufacturer's documentation 2024-068678 - Boston Scientific Neuromodulation Corporation - FSN July 2025 Related Information This Security Message has new/updated information and is a complement to the message published on August 12, 2024. Previous Security Message - Vercise Genus Implantable Core Generator (IPG) - Boston Scenos",15/07/2025,https://www.lakemedelsverket.se/sv/nyheter?p=2,https://www.lakemedelsverket.se/sv/nyheter/vercise-genus-implanterbar-pulsgenerator-ipg---boston-scientific-neuromodulation-corporation2,Other Type,Medical Device,Global,Global,[],Swedish,SEnsanews.xlsx,None,None,None,None,None
